Genome accession,Genus,Species,Strain,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Replicon_23
GCF_002224585.2_ASM222458v2,Pantoea,ananatis,YJ76,"53,66","52,39","53,51","57,58",,,,,,,,,,,,,,,,,,,
GCF_002952035.2_ASM295203v2,Pantoea,ananatis,PNA_97-1R,"53,64","52,3","49,73",,,,,,,,,,,,,,,,,,,,
GCF_004028255.1_ASM402825v1,Pantoea,ananatis,NN08200,"53,8","52,17","56,47",,,,,,,,,,,,,,,,,,,,
GCF_013364135.1_ASM1336413v1,Pantoea,ananatis,FDAARGOS_680,"53,16","51,76","49,33","52,91",,,,,,,,,,,,,,,,,,,
GCF_017474015.1_ASM1747401v1,Pantoea,ananatis,OC5a,"53,63","51,77","51,2","48,62",,,,,,,,,,,,,,,,,,,
GCF_019720835.1_ASM1972083v1,Pantoea,ananatis,TZ39,"53,48","52,08","50,25",,,,,,,,,,,,,,,,,,,,
GCF_023845475.1_ASM2384547v1,Pantoea,ananatis,Lstri,"53,18","51,79",,,,,,,,,,,,,,,,,,,,,
GCF_022647325.1_ASM2264732v1,Pantoea,deleyi,LMG24200,"57,92","57,48","55,84","53,56",,,,,,,,,,,,,,,,,,,
GCF_007833795.1_ASM783379v1,Pantoea,dispersa,DSM_32899,"57,8","57,92","52,76","45,47","47,54",,,,,,,,,,,,,,,,,,
GCF_009362975.1_ASM936297v1,Pantoea,dispersa,BJQ0007,"57,89","56,5","43,41","47,93",,,,,,,,,,,,,,,,,,,
GCF_019890955.1_ASM1989095v1,Pantoea,dispersa,Lsch,"57,86","57,31","53,69",,,,,,,,,,,,,,,,,,,,
GCF_019890975.1_ASM1989097v1,Pantoea,dispersa,AHKW2b,"57,61","57,79","54,68","59,89","55,55",,,,,,,,,,,,,,,,,,
GCF_022220865.1_ASM2222086v1,Pantoea,dispersa,YSD_J2,"57,52","57,21",,,,,,,,,,,,,,,,,,,,,
GCF_009646115.1_ASM964611v1,Pantoea,eucalypti,LMG_24197,"54,57","52,25","50,9","52,16",,,,,,,,,,,,,,,,,,,
GCF_020079945.1_ASM2007994v1,Pantoea,eucrina,XL123,"56,74","55,54","53,07",,,,,,,,,,,,,,,,,,,,
GCF_000175935.2_ASM17593v2,Pantoea,sp.,At-9b,"54,82","54,58",51,"51,96","53,38","54,76",,,,,,,,,,,,,,,,,
GCF_005281435.1_ASM528143v1,Pantoea,sp.,SO10,"55,12","54,55","50,58",,,,,,,,,,,,,,,,,,,,
GCF_007981265.1_ASM798126v1,Pantoea,sp.,CCBC3-3-1,"52,94","49,95","42,67","46,74",,,,,,,,,,,,,,,,,,,
GCF_014495885.1_ASM1449588v1,Pantoea,sp.,MT58,"54,73","52,35","51,7","48,96",,,,,,,,,,,,,,,,,,,
GCF_002082215.1_ASM208221v1,Pantoea,stewartii,DC283,"54,19","51,66","52,12","51,14","50,05","50,51","57,43","45,09","49,92","43,16","52,2","55,23",,,,,,,,,,,
GCF_011044475.1_ASM1104447v1,Pantoea,stewartii,ZJ-FGZX1,"53,69","51,05","54,79",,,,,,,,,,,,,,,,,,,,
GCF_001558735.2_ASM155873v2,Pantoea,vagans,FDAARGOS_160,"55,37","54,09","52,3","52,46",,,,,,,,,,,,,,,,,,,
GCF_003032455.1_ASM303245v1,Pantoea,vagans,PV989,"55,59","54,01","53,02","54,39",,,,,,,,,,,,,,,,,,,
GCF_003203695.1_ASM320369v1,Pantoea,vagans,FBS135,"54,86","52,38","50,74","51,74","53,25",,,,,,,,,,,,,,,,,,
GCF_004792415.1_ASM479241v1,Pantoea,vagans,LMG_24199,"55,62","54,04","53,06",,,,,,,,,,,,,,,,,,,,
GCF_009789655.1_ASM978965v1,Paraburkholderia,acidiphila,7Q-K02,"64,8","63,96","63,88","64,21",,,,,,,,,,,,,,,,,,,
GCF_009789675.1_ASM978967v1,Paraburkholderia,acidisoli,DHF22,"65,67","65,45","65,91","64,63","61,09",,,,,,,,,,,,,,,,,,
GCF_002278075.1_ASM227807v1,Paraburkholderia,aromaticivorans,BN5,"63,23","63,69","61,27","59,96","59,73","61,51","58,95","59,74",,,,,,,,,,,,,,,
GCF_012689525.1_ASM1268952v1,Paraburkholderia,aromaticivorans,AR20-38,"62,5","62,46","60,09","59,48",,,,,,,,,,,,,,,,,,,
GCF_000092885.1_ASM9288v1,Paraburkholderia,atlantica,CCGE1002,"64,1","63,23","62,62","59,17",,,,,,,,,,,,,,,,,,,
GCF_003368325.1_ASM336832v1,Paraburkholderia,caffeinilytica,CF1,"62,45","62,11","58,2",,,,,,,,,,,,,,,,,,,,
GCF_003330745.1_ASM333074v1,Paraburkholderia,caledonica,PHRS4,"62,32","61,74","59,66",,,,,,,,,,,,,,,,,,,,
GCF_000522545.2_ASM52254v2,Paraburkholderia,caribensis,MBA4,"63,25","61,65","62,41",,,,,,,,,,,,,,,,,,,,
GCF_001449005.1_ASM144900v1,Paraburkholderia,caribensis,MWAP64,"63,11","62,54","62,44","58,9",,,,,,,,,,,,,,,,,,,
GCF_001611015.1_ASM161101v1,Paraburkholderia,caribensis,Bcrs1W,"63,03","62,38","61,24",,,,,,,,,,,,,,,,,,,,
GCF_013378095.1_ASM1337809v1,Paraburkholderia,caribensis,852011,"63,2","62,48","62,48",,,,,,,,,,,,,,,,,,,,
GCF_020544345.1_ASM2054434v1,Paraburkholderia,caribensis,IAC-BECa88,"63,2","62,66","62,41",,,,,,,,,,,,,,,,,,,,
GCF_902459535.1_Paraburkholderia_sp_Msb3,Paraburkholderia,dioscoreae,,"62,7","62,55","59,63","60,12","60,56",,,,,,,,,,,,,,,,,,
GCF_003286395.1_ASM328639v1,Paraburkholderia,dokdonella,DCR13,"64,49","63,26",,,,,,,,,,,,,,,,,,,,,
GCF_019428685.1_ASM1942868v1,Paraburkholderia,edwinii,Pe01,"62,62","62,27",,,,,,,,,,,,,,,,,,,,,
GCF_000961515.1_ASM96151v1,Paraburkholderia,fungorum,ATCC_BAA-463,"62,07","61,89","59,76","60,34",,,,,,,,,,,,,,,,,,,
GCF_024072595.1_ASM2407259v1,Paraburkholderia,fungorum,OTU2BAGNBA1,"62,06","61,8","60,34","59,52",,,,,,,,,,,,,,,,,,,
GCF_016128195.1_ASM1612819v1,Paraburkholderia,ginsengisoli,FDAARGOS_1049,"63,62","63,77","59,41",,,,,,,,,,,,,,,,,,,,
GCF_003330785.1_ASM333078v1,Paraburkholderia,graminis,PHS1,"63,32","62,56","60,5",,,,,,,,,,,,,,,,,,,,
GCF_002902965.1_ASM290296v1,Paraburkholderia,hospita,DSM_17164,"62,47","62,12","61,85","59,36","59,71","61,34",,,,,,,,,,,,,,,,,
GCF_007556815.1_ASM755681v1,Paraburkholderia,megapolitana,LMG_23650,"62,23","62,01","57,04",,,,,,,,,,,,,,,,,,,,
GCF_000300095.1_ASM30009v1,Paraburkholderia,phenoliruptrix,BR3459a,"63,55","63,7","59,11",,,,,,,,,,,,,,,,,,,,
GCF_000020045.1_ASM2004v1,Paraburkholderia,phymatum,STM815,"63,03","62,33","61,87","59,18",,,,,,,,,,,,,,,,,,,
GCF_000020125.1_ASM2012v1,Paraburkholderia,phytofirmans,PsJN,"62,58","62,06","58,31",,,,,,,,,,,,,,,,,,,,
GCF_001634365.1_ASM163436v1,Paraburkholderia,phytofirmans,OLGA172,"61,42","60,2","60,55","59,74","58,56",,,,,,,,,,,,,,,,,,
GCF_001922345.1_ASM192234v1,Paraburkholderia,sp.,SOS3,"63,52","62,99","62,26",,,,,,,,,,,,,,,,,,,,
GCF_013426895.1_ASM1342689v1,Paraburkholderia,sp.,PGU16,"62,83","62,62","62,24","59,81","58,63",,,,,,,,,,,,,,,,,,
GCF_001865575.2_ASM186557v2,Paraburkholderia,sprentiae,WSM5005,"63,92","63,35","62,47","59,55","58,28",,,,,,,,,,,,,,,,,,
GCF_002902925.1_ASM290292v1,Paraburkholderia,terrae,DSM_17804,"62,77","62,2","61,17","59,39",,,,,,,,,,,,,,,,,,,
GCF_020885575.1_ASM2088557v1,Paraburkholderia,terrae,KU-64,"62,82","62,04","61,95","59,69","59,49","59,65",,,,,,,,,,,,,,,,,
GCF_023169865.1_ASM2316986v1,Paraburkholderia,terrae,KU-15,"62,64","62,34","61,98","59,02","59,76","59,64",,,,,,,,,,,,,,,,,
GCF_003330825.1_ASM333082v1,Paraburkholderia,terricola,mHS1,"63,77","63,53",,,,,,,,,,,,,,,,,,,,,
GCF_014171495.1_ASM1417149v1,Paraburkholderia,tropica,IAC135,"65,27","64,85","64,02","64,56","60,2",,,,,,,,,,,,,,,,,,
GCF_000013645.1_ASM1364v1,Paraburkholderia,xenovorans,LB400,"62,76","62,84","61,73",,,,,,,,,,,,,,,,,,,,
GCF_000444995.1_ASM44499v1,Paracoccus,aminophilus,JCM_7686,"63,39","64,21","62,82","63,86","62,28","63,27",,,,,,,,,,,,,,,,,
GCF_900005615.1_JCM7685,Paracoccus,aminovorans,,"67,23","67,85","68,78","68,45",,,,,,,,,,,,,,,,,,,
GCF_002105555.1_ASM210555v1,Paracoccus,contaminans,RKI_16-01929T=LMG_29738T=CCM_8701T=CIP_111112T,"68,68","69,56",,,,,,,,,,,,,,,,,,,,,
GCF_004063735.1_ASM406373v1,Paracoccus,denitrificans,ATCC_19367,"66,71","66,82","67,14",,,,,,,,,,,,,,,,,,,,
GCF_002865605.1_ASM286560v1,Paracoccus,jeotgali,CBA4604,"66,81","62,15","59,35",,,,,,,,,,,,,,,,,,,,
GCF_009301415.1_ASM930141v1,Paracoccus,kondratievae,BJQ0001,"62,79","62,92","63,25",,,,,,,,,,,,,,,,,,,,
GCF_004683865.2_ASM468386v2,Paracoccus,liaowanqingii,2251,"68,18","61,31","65,58","69,35","61,18",65,"60,21","59,21","57,2","55,78","56,44",,,,,,,,,,,,
GCF_019141545.1_ASM1914154v1,Paracoccus,marcusii,CP157,"67,61","68,5","67,68","58,73","57,71","59,55","56,37","60,32","53,21","60,45","57,52","53,2","60,77","51,87","54,01","57,02","59,09","58,03","62,41","58,23","57,66","59,65","64,33"
GCF_008824185.1_ASM882418v1,Paracoccus,pantotrophus,DSM_2944,"67,43","67,95","68,16","63,12",,,,,,,,,,,,,,,,,,,
GCF_013414285.1_ASM1341428v1,Paracoccus,pantotrophus,ACCC10489,"67,14","67,56","68,08","62,84",,,,,,,,,,,,,,,,,,,
GCF_012689545.1_ASM1268954v1,Paracoccus,sanguinis,OM2164,"70,96","71,67","65,78","61,06",,,,,,,,,,,,,,,,,,,
GCF_004010775.1_ASM401077v1,Paracoccus,sp.,Arc7-R13,"67,45","68,33","68,36","58,24","57,33","60,36","58,67","63,3","55,55",,,,,,,,,,,,,,
GCF_011801365.1_ASM1180136v1,Paracoccus,sp.,AK26,"65,96","64,9","62,86","66,41","65,97",,,,,,,,,,,,,,,,,,
GCF_016617715.1_ASM1661771v1,Paracoccus,sp.,MC1862,"67,56","64,75","70,23","60,98","68,17","68,79","64,6",,,,,,,,,,,,,,,,
GCF_016919705.1_ASM1691970v1,Paracoccus,sp.,H4-D09,"63,47","63,29","64,28","61,79","62,49",,,,,,,,,,,,,,,,,,
GCF_020990385.1_ASM2099038v1,Paracoccus,sp.,MA,"68,06","67,94","68,45",,,,,,,,,,,,,,,,,,,,
GCF_002847305.1_ASM284730v1,Paracoccus,tegillarcae,BM15,"62,24","61,45","59,4","60,76",,,,,,,,,,,,,,,,,,,
GCF_002073635.2_ASM207363v2,Paracoccus,yeei,FDAARGOS_252,"67,18","68,02","68,41","62,56","68,78","63,9","68,36","63,02",,,,,,,,,,,,,,,
GCF_002749495.1_ASM274949v1,Paracoccus,yeei,TT13,"67,33","67,58","68,31","68,9","65,11","68,68","63,83",,,,,,,,,,,,,,,,
GCF_003612915.1_ASM361291v1,Paracoccus,yeei,CCUG_32053,"67,58","67,98","68,34","64,65","68,06","61,24","61,44","55,79","64,58",,,,,,,,,,,,,,
GCF_008693865.1_ASM869386v1,Paracoccus,yeei,FDAARGOS_643,"67,18","68,2","68,45","67,82","64,04",,,,,,,,,,,,,,,,,,
GCF_002847445.1_ASM284744v1,Paracoccus,zhejiangensis,J6,"65,77","66,62","62,85","63,15","62,94",,,,,,,,,,,,,,,,,,
GCF_001708035.2_ASM170803v2,Photobacterium,damselae,RM-71,"41,6","39,27","37,92",,,,,,,,,,,,,,,,,,,,
GCF_002142615.1_ASM214261v1,Photobacterium,damselae,KC-Na-1,"41,64","39,31","38,59","40,29","40,4","37,22",,,,,,,,,,,,,,,,,
GCF_002356235.1_ASM235623v1,Photobacterium,damselae,91-197,"41,6","39,28","39,63","40,22",,,,,,,,,,,,,,,,,,,
GCF_003130755.1_ASM313075v1,Photobacterium,damselae,Phdp_Wu-1,"41,64","38,89","40,3",,,,,,,,,,,,,,,,,,,,
GCF_004135105.1_ASM413510v1,Photobacterium,damselae,KC-Na-NB1,"41,64","39,3","39,4","38,84","40,4","39,22","37,05",,,,,,,,,,,,,,,,
GCF_009763125.1_ASM976312v1,Photobacterium,damselae,9046-81,"41,61","39,1",,,,,,,,,,,,,,,,,,,,,
GCF_014775695.1_ASM1477569v1,Photobacterium,damselae,AS-16-0555-7,"41,41","39,28","42,3","42,85","39,44","37,5","39,77",,,,,,,,,,,,,,,,
GCF_021765875.1_ASM2176587v1,Photobacterium,damselae,CSP_DAM2,"41,42","38,66","40,67",,,,,,,,,,,,,,,,,,,,
GCF_021768305.1_ASM2176830v1,Photobacterium,damselae,AS-16-0963-3,"41,5","39,19","38,64",,,,,,,,,,,,,,,,,,,,
GCF_021768365.1_ASM2176836v1,Photobacterium,damselae,AS-15-3942-9,"41,48","38,56",,,,,,,,,,,,,,,,,,,,,
GCF_021768385.1_ASM2176838v1,Photobacterium,damselae,AS-15-3942-8,"41,44","38,65","39,77","43,88",,,,,,,,,,,,,,,,,,,
GCF_021768425.1_ASM2176842v1,Photobacterium,damselae,AS-15-0759-2,"41,61","38,99","38,35",,,,,,,,,,,,,,,,,,,,
GCF_000940995.1_ASM94099v1,Photobacterium,gaetbulicola,Gung47,"50,72","47,89",,,,,,,,,,,,,,,,,,,,,
GCF_017329545.1_ASM1732954v1,Photobacterium,ganghwense,C2.2,"51,52","48,84","44,75",,,,,,,,,,,,,,,,,,,,
GCF_000196255.1_ASM19625v1,Photobacterium,profundum,SS9,"41,97","41,22","44,03",,,,,,,,,,,,,,,,,,,,
GCF_018199995.1_ASM1819999v1,Photobacterium,sp.,GJ3,"50,7","49,48","55,66",,,,,,,,,,,,,,,,,,,,
GCF_021432065.1_ASM2143206v1,Photobacterium,sp.,TLY01,"51,33","50,09",,,,,,,,,,,,,,,,,,,,,
GCF_023151555.2_ASM2315155v2,Photobacterium,sp.,CCB-ST2H9,"51,04","48,94","45,64",,,,,,,,,,,,,,,,,,,,
GCF_024494545.1_ASM2449454v1,Photobacterium,toruni,WD2103,"39,62","37,46","36,38","33,46","34,22","49,7",,,,,,,,,,,,,,,,,
GCF_022024195.1_ASM2202419v1,Prevotella,bryantii,92/1,"38,15","40,25",,,,,,,,,,,,,,,,,,,,,
GCF_022024235.1_ASM2202423v1,Prevotella,bryantii,B14,"38,3","40,68",,,,,,,,,,,,,,,,,,,,,
GCF_000242335.1_ASM24233v3,Prevotella,dentalis,DSM_3688,"56,09","55,69","31,06","32,1",,,,,,,,,,,,,,,,,,,
GCF_003515045.1_ASM351504v1,Prevotella,denticola,KCOM_1525,"49,81","50,71",,,,,,,,,,,,,,,,,,,,,
GCF_018128205.1_ASM1812820v1,Prevotella,denticola,F0115,"50,05","50,21","42,17",,,,,,,,,,,,,,,,,,,,
GCF_001262015.1_ASM126201v1,Prevotella,fusca,W1435,"44,43","43,73",,,,,,,,,,,,,,,,,,,,,
GCF_018128125.1_ASM1812812v1,Prevotella,histicola,F0411,"40,45","43,06",,,,,,,,,,,,,,,,,,,,,
GCF_001548195.1_ASM154819v1,Prevotella,intermedia,17-2,"43,14","44,6",,,,,,,,,,,,,,,,,,,,,
GCF_001953955.1_ASM195395v1,Prevotella,intermedia,ATCC_25611,"42,78","45,28",,,,,,,,,,,,,,,,,,,,,
GCF_002355195.1_ASM235519v1,Prevotella,intermedia,OMA14,"43,34","45,15",,,,,,,,,,,,,,,,,,,,,
GCF_002763715.1_ASM276371v1,Prevotella,intermedia,KCOM_1949,"42,86","44,84",,,,,,,,,,,,,,,,,,,,,
GCF_002763745.1_ASM276374v1,Prevotella,intermedia,KCOM_2837,"42,87","44,87",,,,,,,,,,,,,,,,,,,,,
GCF_002763785.1_ASM276378v1,Prevotella,intermedia,KCOM_2838,"42,9","44,92",,,,,,,,,,,,,,,,,,,,,
GCF_002763955.1_ASM276395v1,Prevotella,intermedia,KCOM_1741,"43,13","44,9",,,,,,,,,,,,,,,,,,,,,
GCF_003265025.1_ASM326502v1,Prevotella,intermedia,KCOM_2734,"42,95",45,,,,,,,,,,,,,,,,,,,,,
GCF_002849795.1_ASM284979v1,Prevotella,jejuni,CD3:33,"41,26","42,38",,,,,,,,,,,,,,,,,,,,,
GCF_018128105.1_ASM1812810v1,Prevotella,jejuni,F0106,"41,21","42,88",,,,,,,,,,,,,,,,,,,,,
GCF_002208725.2_ASM220872v2,Prevotella,melaninogenica,FDAARGOS_306,"40,92","41,07",,,,,,,,,,,,,,,,,,,,,
GCF_003609775.1_ASM360977v1,Prevotella,melaninogenica,GAI_07411,"40,65","40,93","41,32",,,,,,,,,,,,,,,,,,,,
GCF_013267595.1_ASM1326759v1,Prevotella,melaninogenica,FDAARGOS_760,"40,76","41,03",,,,,,,,,,,,,,,,,,,,,
GCF_018127945.1_ASM1812794v1,Prevotella,melaninogenica,F0300,"40,79","40,92","38,36",,,,,,,,,,,,,,,,,,,,
GCF_018128005.1_ASM1812800v1,Prevotella,melaninogenica,F0299,"41,14","40,88","41,48",,,,,,,,,,,,,,,,,,,,
GCF_018127985.1_ASM1812798v1,Prevotella,multiformis,F0096,"51,8","51,89",,,,,,,,,,,,,,,,,,,,,
GCF_018127825.1_ASM1812782v1,Prevotella,nigrescens,F0109,"41,62","45,31","38,39",,,,,,,,,,,,,,,,,,,,
GCF_018127845.1_ASM1812784v1,Prevotella,nigrescens,F0630,"41,8","45,43",,,,,,,,,,,,,,,,,,,,,
GCF_018127865.1_ASM1812786v1,Prevotella,nigrescens,F0103,"41,86","45,26","44,97",,,,,,,,,,,,,,,,,,,,
GCF_019930605.1_ASM1993060v1,Prevotella,nigrescens,FDAARGOS_1486,"41,6","46,45",,,,,,,,,,,,,,,,,,,,,
GCF_018127785.1_ASM1812778v1,Prevotella,scopos,W2052,"40,63","40,92","36,76",,,,,,,,,,,,,,,,,,,,
GCF_000163055.2_ASM16305v2,Prevotella,sp.,F0039,"37,32","37,95",,,,,,,,,,,,,,,,,,,,,
GCF_018127765.1_ASM1812776v1,Prevotella,veroralis,F0319,"41,39","42,99","40,99",,,,,,,,,,,,,,,,,,,,
GCF_002310855.1_ASM231085v1,Pseudoalteromonas,agarivorans,DSM_14585,"40,95","40,33",,,,,,,,,,,,,,,,,,,,,
GCF_003668795.1_ASM366879v1,Pseudoalteromonas,agarivorans,Hao_2018,"41,04","40,33","39,3",,,,,,,,,,,,,,,,,,,,
GCF_000238395.3_ASM23839v4,Pseudoalteromonas,arctica,A_37-1-2,"39,26","38,75","38,56",,,,,,,,,,,,,,,,,,,,
GCF_004328865.1_ASM432886v1,Pseudoalteromonas,carrageenovora,KCTC_22325,"39,57","39,13","37,73",,,,,,,,,,,,,,,,,,,,
GCF_005877035.1_ASM587703v1,Pseudoalteromonas,distincta,16-SW-7,"39,38","38,77",,,,,,,,,,,,,,,,,,,,,
GCF_003515105.1_ASM351510v1,Pseudoalteromonas,donghaensis,HJ51,"41,76","41,27","40,36",,,,,,,,,,,,,,,,,,,,
GCF_002221525.1_ASM222152v1,Pseudoalteromonas,espejiana,ATCC_29659,"40,4","39,81",,,,,,,,,,,,,,,,,,,,,
GCF_001455325.1_ASM145532v1,Pseudoalteromonas,issachenkonii,KCTC_12958,"40,41","39,75",,,,,,,,,,,,,,,,,,,,,
GCF_001750165.1_ASM175016v1,Pseudoalteromonas,luteoviolacea,S4054249,"41,85","40,93",,,,,,,,,,,,,,,,,,,,,
GCF_002221505.1_ASM222150v1,Pseudoalteromonas,nigrifaciens,KMM_661,"40,29","39,71","38,72",,,,,,,,,,,,,,,,,,,,
GCF_001444405.1_ASM144440v1,Pseudoalteromonas,phenolica,KCTC_12086,"40,79","39,81",,,,,,,,,,,,,,,,,,,,,
GCF_002208135.1_ASM220813v1,Pseudoalteromonas,piscicida,DE2-B,"43,6","42,92",,,,,,,,,,,,,,,,,,,,,
GCF_003429305.1_ASM342930v1,Pseudoalteromonas,piscicida,DE1-A,"43,48","42,79",,,,,,,,,,,,,,,,,,,,,
GCF_001482385.1_ASM148238v1,Pseudoalteromonas,rubra,SCSIO_6842,"47,84","46,94","53,04",,,,,,,,,,,,,,,,,,,,
GCF_005886805.2_ASM588680v2,Pseudoalteromonas,rubra,S4059,"47,71","46,93",,,,,,,,,,,,,,,,,,,,,
GCF_008808095.1_ASM880809v1,Pseudoalteromonas,ruthenica,LMG_19699,"47,54","47,46",,,,,,,,,,,,,,,,,,,,,
GCF_019134595.1_ASM1913459v1,Pseudoalteromonas,shioyasakiensis,SDCH90,"41,65","40,7",,,,,,,,,,,,,,,,,,,,,
GCF_000184065.1_ASM18406v1,Pseudoalteromonas,sp.,SM9913,"40,38","39,82",,,,,,,,,,,,,,,,,,,,,
GCF_000310105.2_ASM31010v2,Pseudoalteromonas,sp.,BSW20308,"39,1","38,72",,,,,,,,,,,,,,,,,,,,,
GCF_004014715.1_ASM401471v1,Pseudoalteromonas,sp.,R3,"47,8","47,12",,,,,,,,,,,,,,,,,,,,,
GCF_004328665.1_ASM432866v1,Pseudoalteromonas,sp.,DL-6,"40,54","39,69",,,,,,,,,,,,,,,,,,,,,
GCF_009176705.1_ASM917670v1,Pseudoalteromonas,sp.,A25,"42,27","41,46",,,,,,,,,,,,,,,,,,,,,
GCF_009363775.1_ASM936377v1,Pseudoalteromonas,sp.,THAF3,"47,63","47,52",,,,,,,,,,,,,,,,,,,,,
GCF_016865405.1_ASM1686540v1,Pseudoalteromonas,sp.,PS1M3,"39,92","39,83","38,77","37,06",,,,,,,,,,,,,,,,,,,
GCF_018141345.1_ASM1814134v1,Pseudoalteromonas,sp.,A22,"43,61","42,66",,,,,,,,,,,,,,,,,,,,,
GCF_021729425.1_ASM2172942v1,Pseudoalteromonas,sp.,CF6-2,"41,12","40,49",,,,,,,,,,,,,,,,,,,,,
GCF_023650455.1_ASM2365045v1,Pseudoalteromonas,sp.,SCSIO_43095,"40,61","39,69",,,,,,,,,,,,,,,,,,,,,
GCF_023716725.1_ASM2371672v1,Pseudoalteromonas,sp.,SCSIO_43201,"42,76","41,9","42,86",,,,,,,,,,,,,,,,,,,,
GCF_002310835.1_ASM231083v1,Pseudoalteromonas,tetraodonis,GFC,"40,44","39,67",,,,,,,,,,,,,,,,,,,,,
GCF_000026085.1_ASM2608v1,Pseudoalteromonas,translucida,TAC125,"40,23","39,37",,,,,,,,,,,,,,,,,,,,,
GCF_001465295.1_ASM146529v1,Pseudoalteromonas,translucida,KMM_520,"40,21","39,63",,,,,,,,,,,,,,,,,,,,,
GCF_002310815.1_ASM231081v1,Pseudoalteromonas,tunicata,D2,"39,95","39,54",,,,,,,,,,,,,,,,,,,,,
GCF_017742995.1_ASM1774299v1,Pseudoalteromonas,viridis,BBR56,"49,38","48,84",,,,,,,,,,,,,,,,,,,,,
GCF_017638925.1_ASM1763892v1,Pseudoalteromonas,xiamenensis,STKMTI.2,"43,48","42,74","39,49","42,15","43,37",,,,,,,,,,,,,,,,,,
GCF_000187705.1_ASM18770v1,Rahnella,aceris,Y9602,"52,35","52,05","48,34",,,,,,,,,,,,,,,,,,,,
GCF_016599695.1_ASM1659969v1,Rahnella,aceris,ZF458,"52,33","51,81","50,82",,,,,,,,,,,,,,,,,,,,
GCF_022637475.1_ASM2263747v1,Rahnella,aceris,S2-A69,"52,45","51,95","49,44",,,,,,,,,,,,,,,,,,,,
GCF_000255535.1_ASM25553v1,Rahnella,aquatilis,HX2,"52,19","52,02","48,67","54,22",,,,,,,,,,,,,,,,,,,
GCF_003573465.1_ASM357346v1,Rahnella,aquatilis,ZF7,"52,37",52,,,,,,,,,,,,,,,,,,,,,
GCF_003956145.2_ASM395614v2,Rahnella,aquatilis,KM05,"52,52","52,19",,,,,,,,,,,,,,,,,,,,,
GCF_021498265.1_ASM2149826v1,Rahnella,aquatilis,H145,"51,71","51,67","49,58","52,92",,,,,,,,,,,,,,,,,,,
GCF_002951615.1_ASM295161v1,Rahnella,sp.,ERMR1:05,"52,95","52,39","48,82","51,45",,,,,,,,,,,,,,,,,,,
GCF_021276285.1_ASM2127628v1,Rahnella,victoriana,JZ-GX1,"53,59","53,66","50,14",,,,,,,,,,,,,,,,,,,,
GCF_001653935.1_ASM165393v1,Ralstonia,insidiosa,FC1138,"63,61","63,75","61,22",,,,,,,,,,,,,,,,,,,,
GCF_001663855.1_ASM166385v1,Ralstonia,insidiosa,ATCC_49129,"62,85","63,96","58,54","61,22",,,,,,,,,,,,,,,,,,,
GCF_000954135.1_ASM95413v2,Ralstonia,mannitolilytica,SN82F48,"65,41","66,18","61,93",,,,,,,,,,,,,,,,,,,,
GCF_001628775.1_ASM162877v1,Ralstonia,mannitolilytica,SN83A39,"65,8","66,6",,,,,,,,,,,,,,,,,,,,,
GCF_002393485.1_ASM239348v1,Ralstonia,pickettii,FDAARGOS_410,"65,58","66,63",,,,,,,,,,,,,,,,,,,,,
GCF_016466415.2_ASM1646641v2,Ralstonia,pickettii,K-288,"63,8","64,28","61,15",,,,,,,,,,,,,,,,,,,,
GCF_003595305.1_ASM359530v1,Ralstonia,pseudosolanacearum,RS_476,"67,03","66,86",,,,,,,,,,,,,,,,,,,,,
GCF_022625045.1_ASM2262504v1,Ralstonia,pseudosolanacearum,SL1931,"66,85","66,85","61,76","60,5",,,,,,,,,,,,,,,,,,,
GCF_001299555.1_ASM129955v1,Ralstonia,solanacearum,UY031,"66,53","66,74",,,,,,,,,,,,,,,,,,,,,
GCF_001586135.1_ASM158613v1,Ralstonia,solanacearum,KACC_10722,"66,49","66,3",,,,,,,,,,,,,,,,,,,,,
GCF_001587135.1_ASM158713v1,Ralstonia,solanacearum,UW163,"66,57","66,75","63,05","62,76",,,,,,,,,,,,,,,,,,,
GCF_001663415.1_ASM166341v1,Ralstonia,solanacearum,YC40-M,"66,84","66,55",,,,,,,,,,,,,,,,,,,,,
GCF_001891105.1_ASM189110v1,Ralstonia,solanacearum,EP1,"66,6","66,94",,,,,,,,,,,,,,,,,,,,,
GCF_002894285.1_ASM289428v1,Ralstonia,solanacearum,RSCM,"66,47","67,07",,,,,,,,,,,,,,,,,,,,,
GCF_003515285.1_ASM351528v1,Ralstonia,solanacearum,T78,"66,7","66,99","61,79",,,,,,,,,,,,,,,,,,,,
GCF_003515565.1_ASM351556v1,Ralstonia,solanacearum,T42,"66,9","67,14",,,,,,,,,,,,,,,,,,,,,
GCF_003999715.1_ASM399971v1,Ralstonia,solanacearum,HA4-1,"66,69","66,95","61,76",,,,,,,,,,,,,,,,,,,,
GCF_015698385.1_ASM1569838v1,Ralstonia,solanacearum,MAFF_311693,"67,06","66,74","61,35",,,,,,,,,,,,,,,,,,,,
GCF_015999365.1_ASM1599936v1,Ralstonia,solanacearum,362200,"66,87","66,96","61,17",,,,,,,,,,,,,,,,,,,,
