Superkingdom,Clade1,Clade2,Phylum,Class,Order,Family,No rank,Genome_Accession,Genus,Species,Strain,Chromosome,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Total_length
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_002763975.1_ASM276397v1,Prevotella,intermedia,KCOM_1944,2213784,600057,,,,,,,,,,,,,,,,,,,,,,2813841_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_003265025.1_ASM326502v1,Prevotella,intermedia,KCOM_2734,2072008,877055,,,,,,,,,,,,,,,,,,,,,,2949063_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_002208725.2_ASM220872v2,Prevotella,melaninogenica,FDAARGOS_306,1796407,1371823,,,,,,,,,,,,,,,,,,,,,,3168230_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_003609775.1_ASM360977v1,Prevotella,melaninogenica,GAI_07411,1737294,1344922,8110,,,,,,,,,,,,,,,,,,,,,3090326_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_013267595.1_ASM1326759v1,Prevotella,melaninogenica,FDAARGOS_760,1954177,1398810,,,,,,,,,,,,,,,,,,,,,,3352987_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018127885.1_ASM1812788v1,Prevotella,melaninogenica,F0695,1791969,1376352,,,,,,,,,,,,,,,,,,,,,,3168321_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018127905.1_ASM1812790v1,Prevotella,melaninogenica,F0692,1793327,1376338,,,,,,,,,,,,,,,,,,,,,,3169665_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018127925.1_ASM1812792v1,Prevotella,melaninogenica,F0516,1913733,1447073,,,,,,,,,,,,,,,,,,,,,,3360806_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018127945.1_ASM1812794v1,Prevotella,melaninogenica,F0300,1967710,1361496,5149,,,,,,,,,,,,,,,,,,,,,3334355_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018127965.1_ASM1812796v1,Prevotella,melaninogenica,F0301,1863200,1355281,,,,,,,,,,,,,,,,,,,,,,3218481_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018128005.1_ASM1812800v1,Prevotella,melaninogenica,F0299,2182615,1430726,6095,,,,,,,,,,,,,,,,,,,,,3619436_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018128045.1_ASM1812804v1,Prevotella,melaninogenica,F0054,1964469,1393830,,,,,,,,,,,,,,,,,,,,,,3358299_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018128065.1_ASM1812806v1,Prevotella,melaninogenica,F0091,1860477,1482421,,,,,,,,,,,,,,,,,,,,,,3342898_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_020735785.1_ASM2073578v1,Prevotella,melaninogenica,FDAARGOS_1566,1796403,1371824,,,,,,,,,,,,,,,,,,,,,,3168227_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_020735905.1_ASM2073590v1,Prevotella,melaninogenica,FDAARGOS_1567,1864514,1442240,,,,,,,,,,,,,,,,,,,,,,3306754_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018127825.1_ASM1812782v1,Prevotella,nigrescens,F0109,2227666,654262,5179,,,,,,,,,,,,,,,,,,,,,2887107_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018127845.1_ASM1812784v1,Prevotella,nigrescens,F0630,2204083,724124,,,,,,,,,,,,,,,,,,,,,,2928207_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_019930605.1_ASM1993060v1,Prevotella,nigrescens,FDAARGOS_1486,2105279,567798,,,,,,,,,,,,,,,,,,,,,,2673077_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_900637655.1_52295_B01,Prevotella,oris,NCTC13071,3168212,,,,,,,,,,,,,,,,,,,,,,,3168212_total
Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,GCF_018127765.1_ASM1812776v1,Prevotella,veroralis,F0319,1988281,998136,4130,,,,,,,,,,,,,,,,,,,,,2990547_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_024362845.1_ASM2436284v1,Vibrio,pelagius,WXL662,3057872,1309572,241480,27037,,,,,,,,,,,,,,,,,,,,4635961_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009763765.1_ASM976376v1,Vibrio,metschnikovii,9502-00,2873510,747489,,,,,,,,,,,,,,,,,,,,,,3620999_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_009763925.1_ASM976392v1,Vibrio,metschnikovii,07-2421,2928756,823324,,,,,,,,,,,,,,,,,,,,,,3752080_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_000801275.2_ASM80127v1,Vibrio,nigripulchritudo,SFn1,4109740,2212415,,,,,,,,,,,,,,,,,,,,,,6322155_total
Bacteria,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,GCF_015097735.1_ASM1509773v1,Vibrio,nigripulchritudo,TUMSAT-TG-2018,4072236,2160687,351712,172738,42593,37131,,,,,,,,,,,,,,,,,,6837097_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755765.1_ASM75576v1,Burkholderia,pseudomallei,BDP,4056147,3386014,,,,,,,,,,,,,,,,,,,,,,7442161_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755825.1_ASM75582v1,Burkholderia,pseudomallei,BSR,4058409,3214293,,,,,,,,,,,,,,,,,,,,,,7272702_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000756085.1_ASM75608v1,Burkholderia,pseudomallei,BGR,4092738,3138647,,,,,,,,,,,,,,,,,,,,,,7231385_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000756125.1_ASM75612v1,Burkholderia,pseudomallei,Mahidol-1106a,3985223,3100174,,,,,,,,,,,,,,,,,,,,,,7085397_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000756145.1_ASM75614v1,Burkholderia,pseudomallei,1106a,3984293,3102140,,,,,,,,,,,,,,,,,,,,,,7086433_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000756165.1_ASM75616v1,Burkholderia,pseudomallei,MSHR1655,4019546,3008404,,,,,,,,,,,,,,,,,,,,,,7027950_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000757015.2_ASM75701v2,Burkholderia,pseudomallei,PHLS_112,3976798,3225565,,,,,,,,,,,,,,,,,,,,,,7202363_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000770565.1_ASM77056v1,Burkholderia,pseudomallei,TSV202,4228716,3267160,271168,47098,,,,,,,,,,,,,,,,,,,,7814142_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000953095.1_BP_3921g,Burkholderia,pseudomallei,3921,4044293,3117372,,,,,,,,,,,,,,,,,,,,,,7161665_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000954175.1_ASM95417v1,Burkholderia,pseudomallei,vgh07,4006427,3039355,,,,,,,,,,,,,,,,,,,,,,7045782_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959305.1_ASM95930v1,Burkholderia,pseudomallei,MSHR668,3915257,3127457,,,,,,,,,,,,,,,,,,,,,,7042714_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001277875.1_ASM127787v1,Burkholderia,pseudomallei,vgh16R,4038504,3228004,,,,,,,,,,,,,,,,,,,,,,7266508_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001277895.1_ASM127789v1,Burkholderia,pseudomallei,vgh16W,4038845,3227965,,,,,,,,,,,,,,,,,,,,,,7266810_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001277975.1_ASM127797v1,Burkholderia,pseudomallei,982,4028032,3156645,,,,,,,,,,,,,,,,,,,,,,7184677_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001318245.1_ASM131824v1,Burkholderia,pseudomallei,Bp1651,4112209,3147816,,,,,,,,,,,,,,,,,,,,,,7260025_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001695715.1_ASM169571v1,Burkholderia,pseudomallei,M1,4061776,3256300,,,,,,,,,,,,,,,,,,,,,,7318076_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001695735.1_ASM169573v1,Burkholderia,pseudomallei,MS,4059297,3254339,,,,,,,,,,,,,,,,,,,,,,7313636_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001885195.1_ASM188519v1,Burkholderia,pseudomallei,VB976100,4090973,3190235,,,,,,,,,,,,,,,,,,,,,,7281208_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001887555.1_ASM188755v1,Burkholderia,pseudomallei,Burk178-Type1,4054259,3236690,,,,,,,,,,,,,,,,,,,,,,7290949_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001887575.1_ASM188757v1,Burkholderia,pseudomallei,Burk178-Type2,4054192,3236690,,,,,,,,,,,,,,,,,,,,,,7290882_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001975065.1_ASM197506v1,Burkholderia,pseudomallei,MSHR7929,3976360,3272138,,,,,,,,,,,,,,,,,,,,,,7248498_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001975085.1_ASM197508v1,Burkholderia,pseudomallei,MSHR6755,4050877,3249730,,,,,,,,,,,,,,,,,,,,,,7300607_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001975105.1_ASM197510v1,Burkholderia,pseudomallei,MSHR5864,4067698,3249682,,,,,,,,,,,,,,,,,,,,,,7317380_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001975125.1_ASM197512v1,Burkholderia,pseudomallei,MSHR4083,4056633,3380426,,,,,,,,,,,,,,,,,,,,,,7437059_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001975145.1_ASM197514v1,Burkholderia,pseudomallei,MSHR3763,4056707,3380273,,,,,,,,,,,,,,,,,,,,,,7436980_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002110945.1_ASM211094v1,Burkholderia,pseudomallei,2008724734,4195298,3287088,,,,,,,,,,,,,,,,,,,,,,7482386_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002110965.1_ASM211096v1,Burkholderia,pseudomallei,2011756295,4224888,3273436,,,,,,,,,,,,,,,,,,,,,,7498324_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111005.1_ASM211100v1,Burkholderia,pseudomallei,2013746878,4062516,3267867,,,,,,,,,,,,,,,,,,,,,,7330383_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111025.1_ASM211102v1,Burkholderia,pseudomallei,2013833055,4077823,3266006,,,,,,,,,,,,,,,,,,,,,,7343829_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111045.1_ASM211104v1,Burkholderia,pseudomallei,3000015237,4056450,3263237,,,,,,,,,,,,,,,,,,,,,,7319687_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111085.1_ASM211108v1,Burkholderia,pseudomallei,2002721184,4121819,3260317,,,,,,,,,,,,,,,,,,,,,,7382136_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111105.1_ASM211110v1,Burkholderia,pseudomallei,2002734728,4149750,3084746,,,,,,,,,,,,,,,,,,,,,,7234496_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111125.1_ASM211112v1,Burkholderia,pseudomallei,2008724860,4032598,3212183,297875,,,,,,,,,,,,,,,,,,,,,7542656_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111145.1_ASM211114v1,Burkholderia,pseudomallei,2010007509,4047168,3138916,,,,,,,,,,,,,,,,,,,,,,7186084_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111165.1_ASM211116v1,Burkholderia,pseudomallei,2011756189,4099199,3245772,,,,,,,,,,,,,,,,,,,,,,7344971_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111205.1_ASM211120v1,Burkholderia,pseudomallei,2013746777,4191510,3078985,,,,,,,,,,,,,,,,,,,,,,7270495_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111225.1_ASM211122v1,Burkholderia,pseudomallei,2013746811,4012048,3188810,,,,,,,,,,,,,,,,,,,,,,7200858_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111245.1_ASM211124v1,Burkholderia,pseudomallei,2013746877,4062501,3267789,,,,,,,,,,,,,,,,,,,,,,7330290_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111265.1_ASM211126v1,Burkholderia,pseudomallei,2013833057,4077668,3265934,,,,,,,,,,,,,,,,,,,,,,7343602_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111285.1_ASM211128v1,Burkholderia,pseudomallei,3000047530,4191431,3245094,,,,,,,,,,,,,,,,,,,,,,7436525_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111305.1_ASM211130v1,Burkholderia,pseudomallei,3000465972,4121864,3306540,,,,,,,,,,,,,,,,,,,,,,7428404_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111325.1_ASM211132v1,Burkholderia,pseudomallei,2002721123,4027562,3207929,,,,,,,,,,,,,,,,,,,,,,7235491_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111345.1_ASM211134v1,Burkholderia,pseudomallei,2002721171,4046807,3144330,,,,,,,,,,,,,,,,,,,,,,7191137_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111365.1_ASM211136v1,Burkholderia,pseudomallei,2008724758,4135235,3248554,,,,,,,,,,,,,,,,,,,,,,7383789_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111385.1_ASM211138v1,Burkholderia,pseudomallei,3000015486,4177999,3269674,,,,,,,,,,,,,,,,,,,,,,7447673_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002843645.1_ASM284364v1,Burkholderia,pseudomallei,MSHR1435,4019555,3258775,,,,,,,,,,,,,,,,,,,,,,7278330_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002860065.1_ASM286006v1,Burkholderia,pseudomallei,14M0960418,4091945,3130290,,,,,,,,,,,,,,,,,,,,,,7222235_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003445415.1_ASM344541v1,Burkholderia,pseudomallei,9,4033039,3158067,,,,,,,,,,,,,,,,,,,,,,7191106_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003547015.1_ASM354701v1,Burkholderia,pseudomallei,R15,4066496,3112891,,,,,,,,,,,,,,,,,,,,,,7179387_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003547035.1_ASM354703v1,Burkholderia,pseudomallei,D286,3987008,3115305,,,,,,,,,,,,,,,,,,,,,,7102313_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003547055.1_ASM354705v1,Burkholderia,pseudomallei,PMC2000,4013273,3173851,,,,,,,,,,,,,,,,,,,,,,7187124_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003606245.1_ASM360624v1,Burkholderia,pseudomallei,BPHN1,4075641,3217986,,,,,,,,,,,,,,,,,,,,,,7293627_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003798245.1_ASM379824v1,Burkholderia,pseudomallei,FDAARGOS_593,4098323,3157202,,,,,,,,,,,,,,,,,,,,,,7255525_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003798265.1_ASM379826v1,Burkholderia,pseudomallei,FDAARGOS_592,4007610,3139076,,,,,,,,,,,,,,,,,,,,,,7146686_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003798365.1_ASM379836v1,Burkholderia,pseudomallei,FDAARGOS_594,4003948,3176440,,,,,,,,,,,,,,,,,,,,,,7180388_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_004323015.1_ASM432301v1,Burkholderia,pseudomallei,BPs110,3859639,3102688,,,,,,,,,,,,,,,,,,,,,,6962327_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_004323035.1_ASM432303v1,Burkholderia,pseudomallei,BPs111,3852886,3113526,,,,,,,,,,,,,,,,,,,,,,6966412_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_004348055.1_ASM434805v1,Burkholderia,pseudomallei,BPs115,3854943,3103695,,,,,,,,,,,,,,,,,,,,,,6958638_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_004348075.1_ASM434807v1,Burkholderia,pseudomallei,BPs116,3850633,3069583,,,,,,,,,,,,,,,,,,,,,,6920216_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_004367665.1_ASM436766v1,Burkholderia,pseudomallei,BPs114,3842045,3099454,,,,,,,,,,,,,,,,,,,,,,6941499_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_004367685.1_ASM436768v1,Burkholderia,pseudomallei,BPs123,3855598,3119419,,,,,,,,,,,,,,,,,,,,,,6975017_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_004367705.1_ASM436770v1,Burkholderia,pseudomallei,BPs112,3847660,3097834,,,,,,,,,,,,,,,,,,,,,,6945494_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_004367725.1_ASM436772v1,Burkholderia,pseudomallei,BPs133,3842655,3099308,,,,,,,,,,,,,,,,,,,,,,6941963_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_004526325.1_ASM452632v1,Burkholderia,pseudomallei,BPs122,3866281,3120072,,,,,,,,,,,,,,,,,,,,,,6986353_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_004842085.1_ASM484208v1,Burkholderia,pseudomallei,HNBP001,3800466,3363129,,,,,,,,,,,,,,,,,,,,,,7163595_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_008728255.1_ASM872825v1,Burkholderia,pseudomallei,Yap6,3932929,3171459,,,,,,,,,,,,,,,,,,,,,,7104388_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_008728275.1_ASM872827v1,Burkholderia,pseudomallei,Yap7,3932431,3147867,,,,,,,,,,,,,,,,,,,,,,7080298_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_008728295.1_ASM872829v1,Burkholderia,pseudomallei,Yap5,3934903,3171635,,,,,,,,,,,,,,,,,,,,,,7106538_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_008728315.1_ASM872831v1,Burkholderia,pseudomallei,Yap4,3931933,3159667,,,,,,,,,,,,,,,,,,,,,,7091600_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_008728335.1_ASM872833v1,Burkholderia,pseudomallei,Yap3a,3933419,3169063,,,,,,,,,,,,,,,,,,,,,,7102482_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_008728355.1_ASM872835v1,Burkholderia,pseudomallei,Yap2a,3931555,3167882,,,,,,,,,,,,,,,,,,,,,,7099437_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_008728375.1_ASM872837v1,Burkholderia,pseudomallei,Yap1,3933317,3208533,,,,,,,,,,,,,,,,,,,,,,7141850_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009749345.1_ASM974934v1,Burkholderia,pseudomallei,B03,4009467,3257170,,,,,,,,,,,,,,,,,,,,,,7266637_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016864355.1_ASM1686435v1,Burkholderia,pseudomallei,VB29710,4166395,3303859,,,,,,,,,,,,,,,,,,,,,,7470254_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017378155.1_ASM1737815v1,Burkholderia,pseudomallei,VBM21822,4046673,3330822,1457,,,,,,,,,,,,,,,,,,,,,7378952_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017378195.1_ASM1737819v1,Burkholderia,pseudomallei,VBM21885,4117487,3203152,,,,,,,,,,,,,,,,,,,,,,7320639_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017378235.1_ASM1737823v1,Burkholderia,pseudomallei,VBM23831,3924767,3222599,221857,,,,,,,,,,,,,,,,,,,,,7369223_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017378275.1_ASM1737827v1,Burkholderia,pseudomallei,VBP399,4071067,3199869,,,,,,,,,,,,,,,,,,,,,,7270936_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017378315.2_ASM1737831v3,Burkholderia,pseudomallei,VBP364,4071728,3074610,,,,,,,,,,,,,,,,,,,,,,7146338_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017378355.1_ASM1737835v1,Burkholderia,pseudomallei,VBP21885,4049558,3171004,,,,,,,,,,,,,,,,,,,,,,7220562_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017378435.1_ASM1737843v1,Burkholderia,pseudomallei,VBP23831,4044757,3254530,,,,,,,,,,,,,,,,,,,,,,7299287_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018228345.1_ASM1822834v1,Burkholderia,pseudomallei,WC19,3947811,3144211,12406,,,,,,,,,,,,,,,,,,,,,7104428_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018228385.1_ASM1822838v1,Burkholderia,pseudomallei,BD5,3990066,3117866,12406,,,,,,,,,,,,,,,,,,,,,7120338_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018228525.1_ASM1822852v1,Burkholderia,pseudomallei,N2,3995906,3142999,12406,,,,,,,,,,,,,,,,,,,,,7151311_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018228545.1_ASM1822854v1,Burkholderia,pseudomallei,AW9,3944884,3067082,12406,,,,,,,,,,,,,,,,,,,,,7024372_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018228565.1_ASM1822856v1,Burkholderia,pseudomallei,AW17-23,3945139,3143942,12406,,,,,,,,,,,,,,,,,,,,,7101487_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018228585.1_ASM1822858v1,Burkholderia,pseudomallei,AW44,3985679,3140230,12406,,,,,,,,,,,,,,,,,,,,,7138315_total
Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018228605.1_ASM1822860v1,Burkholderia,pseudomallei,AW17-22,3985970,3139758,12406,,,,,,,,,,,,,,,,,,,,,7138134_total
