,Superkingdom,Clade1,Clade2,Phylum,Class,Order,Family,No rank,Genome_Accession,Genus,Species,Strain,Chromosome,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Total_length
4666,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,,Nostocales,Nostocaceae,,GCF_013393945.1_ASM1339394v1,Nostoc,sp.,TCL26-01,6765102,215845.0,143905.0,111206.0,48712.0,37669.0,35836.0,29401.0,,,,,,,,,,,,,,,,7387676_total
4862,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,,Nostocales,Nostocaceae,,GCF_019976755.1_ASM1997675v1,Nostoc,sp.,MS1,7141037,307420.0,303628.0,58668.0,45733.0,44662.0,,,,,,,,,,,,,,,,,,7901148_total
5072,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,,Nostocales,Nostocaceae,,GCF_022063185.1_ASM2206318v1,Nostoc,sp.,UHCC_0870,6421060,247167.0,168338.0,55139.0,55062.0,39278.0,35711.0,35338.0,33931.0,33017.0,30693.0,17507.0,,,,,,,,,,,,7172241_total
3279,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,,Nostocales,Nostocaceae,,GCF_003443655.1_ASM344365v1,Nostoc,sphaeroides,Kutzing_En,6531820,42943.0,39542.0,35774.0,34411.0,,,,,,,,,,,,,,,,,,,6684490_total
4729,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,,Nostocales,Nostocaceae,,GCF_009372195.1_ASM937219v1,Nostoc,sphaeroides,,6481972,2342398.0,274358.0,216837.0,48541.0,42048.0,37132.0,36841.0,36261.0,,,,,,,,,,,,,,,9516388_total
3056,Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_000013325.1_ASM1332v1,Novosphingobium,aromaticivorans,DSM_12444,3561584,487268.0,184462.0,,,,,,,,,,,,,,,,,,,,,4233314_total
4764,Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_018417475.1_ASM1841747v1,Novosphingobium,decolorationis,502str22,4638208,112167.0,,,,,,,,,,,,,,,,,,,,,,4750375_total
3897,Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_000767465.1_ASM76746v1,Novosphingobium,pentaromativorans,US6-1,3979506,756828.0,335704.0,188477.0,134722.0,62341.0,,,,,,,,,,,,,,,,,,5457578_total
2886,Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_001742225.1_ASM174222v1,Novosphingobium,resinovorum,SA1,3778345,1756808.0,960805.0,354886.0,67284.0,,,,,,,,,,,,,,,,,,,6918128_total
2894,Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_017309955.1_ASM1730995v1,Novosphingobium,sp.,KA1,3728092,1801208.0,254797.0,,,,,,,,,,,,,,,,,,,,,5784097_total
3739,Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_000253255.1_ASM25325v1,Novosphingobium,sp.,PP1Y,3911486,1161602.0,192103.0,48714.0,,,,,,,,,,,,,,,,,,,,5313905_total
3856,Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_003454795.1_ASM345479v1,Novosphingobium,sp.,THN1,3487514,1161559.0,,,,,,,,,,,,,,,,,,,,,,4649073_total
4312,Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_000876675.2_ASM87667v2,Novosphingobium,sp.,P6W,3451315,2246020.0,720525.0,188672.0,,,,,,,,,,,,,,,,,,,,6606532_total
4658,Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_005145025.1_ASM514502v1,Novosphingobium,sp.,EMRT-2,3668042,757197.0,210225.0,89919.0,44815.0,,,,,,,,,,,,,,,,,,,4770198_total
4881,Bacteria,,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,GCF_015169775.1_ASM1516977v1,Novosphingobium,sp.,ES2-1,3154609,620133.0,336628.0,234137.0,199902.0,,,,,,,,,,,,,,,,,,,4545409_total
4317,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_001421015.2_ASM142101v2,Paenibacillus,bovis,BD3526,5354277,162922.0,,,,,,,,,,,,,,,,,,,,,,5517199_total
2799,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_009363115.1_ASM936311v1,Paenibacillus,brasilensis,KACC_13842,5608532,34849.0,,,,,,,,,,,,,,,,,,,,,,5643381_total
3195,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_013347265.1_ASM1334726v1,Paenibacillus,cellulosilyticus,KACC_14175,3839798,2697188.0,508678.0,45787.0,40888.0,,,,,,,,,,,,,,,,,,,7132339_total
3622,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_009363095.1_ASM936309v1,Paenibacillus,cellulositrophicus,KACC_16577,6527962,896837.0,,,,,,,,,,,,,,,,,,,,,,7424799_total
4391,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_001857945.1_ASM185794v1,Paenibacillus,crassostreae,LPB0068,4627176,87693.0,21419.0,20893.0,,,,,,,,,,,,,,,,,,,,4757181_total
2402,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_000756615.1_ASM75661v1,Paenibacillus,durus,DSM_1735,6038347,15151.0,,,,,,,,,,,,,,,,,,,,,,6053498_total
4253,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_009363075.1_ASM936307v1,Paenibacillus,guangzhouensis,KCTC_33171,6903680,44660.0,,,,,,,,,,,,,,,,,,,,,,6948340_total
1504,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_002007765.1_ASM200776v1,Paenibacillus,larvae,ATCC_13537,4411148,60858.0,48697.0,,,,,,,,,,,,,,,,,,,,,4520703_total
1506,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_002082155.1_ASM208215v1,Paenibacillus,larvae,SAG_10367,4666454,128414.0,,,,,,,,,,,,,,,,,,,,,,4794868_total
2853,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_002951915.1_ASM295191v1,Paenibacillus,larvae,Eric_III,4489122,103273.0,60868.0,48714.0,,,,,,,,,,,,,,,,,,,,4701977_total
2855,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_011220525.1_PaenibacERICV_HGAP3_2SC,Paenibacillus,larvae,Eric_V,4672437,46114.0,36703.0,,,,,,,,,,,,,,,,,,,,,4755254_total
3731,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_000511405.1_ASM51140v1,Paenibacillus,larvae,DSM_25430,4046337,9669.0,,,,,,,,,,,,,,,,,,,,,,4056006_total
3732,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_002951895.1_ASM295189v1,Paenibacillus,larvae,DSM_25430;_ERIC_II,4023351,21567.0,9669.0,,,,,,,,,,,,,,,,,,,,,4054587_total
1178,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_003590055.1_ASM359005v1,Paenibacillus,lautus,E7593-69,7128120,226451.0,,,,,,,,,,,,,,,,,,,,,,7354571_total
2500,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_001272655.2_ASM127265v2,Paenibacillus,peoriae,HS311,6006533,213282.0,,,,,,,,,,,,,,,,,,,,,,6219815_total
2501,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_014692735.1_ASM1469273v1,Paenibacillus,peoriae,ZF390,6193667,137220.0,36233.0,16869.0,,,,,,,,,,,,,,,,,,,,6383989_total
1255,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_000819665.1_ASM81966v1,Paenibacillus,polymyxa,Sb3-1,5597590,223537.0,8109.0,,,,,,,,,,,,,,,,,,,,,5829236_total
1261,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_006274405.1_ASM627440v1,Paenibacillus,polymyxa,ZF129,5703931,79020.0,37602.0,,,,,,,,,,,,,,,,,,,,,5820553_total
1262,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_007858415.1_ASM785841v1,Paenibacillus,polymyxa,ZF197,5507169,32065.0,,,,,,,,,,,,,,,,,,,,,,5539234_total
1264,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_015710815.1_ASM1571081v1,Paenibacillus,polymyxa,2020,5916219,45521.0,,,,,,,,,,,,,,,,,,,,,,5961740_total
1270,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586645.1_ASM2358664v1,Paenibacillus,polymyxa,R_3.13,5730787,12899.0,,,,,,,,,,,,,,,,,,,,,,5743686_total
1272,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586705.1_ASM2358670v1,Paenibacillus,polymyxa,R_5.31,5867087,9735.0,,,,,,,,,,,,,,,,,,,,,,5876822_total
1274,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586745.1_ASM2358674v1,Paenibacillus,polymyxa,O_1.27,5493315,265069.0,38806.0,,,,,,,,,,,,,,,,,,,,,5797190_total
1277,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586805.1_ASM2358680v1,Paenibacillus,polymyxa,O_2.11,5495678,248380.0,,,,,,,,,,,,,,,,,,,,,,5744058_total
3805,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_000164985.3_ASM16498v2,Paenibacillus,polymyxa,SC2,5728392,510118.0,,,,,,,,,,,,,,,,,,,,,,6238510_total
3880,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_000237325.1_ASM23732v1,Paenibacillus,polymyxa,M1,5864546,366576.0,,,,,,,,,,,,,,,,,,,,,,6231122_total
4772,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_010365285.1_ASM1036528v1,Paenibacillus,rhizovicinus,14171R-81,7049254,246230.0,228841.0,,,,,,,,,,,,,,,,,,,,,7524325_total
3192,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_016772475.1_ASM1677247v1,Paenibacillus,sonchi,LMG_24727,7477532,256223.0,48499.0,,,,,,,,,,,,,,,,,,,,,7782254_total
3793,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_001447315.1_ASM144731v1,Paenibacillus,sp.,IHB_B_3084,5508564,115513.0,100758.0,61492.0,55914.0,39609.0,2943.0,,,,,,,,,,,,,,,,,5884793_total
4302,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_000949425.1_ASM94942v1,Paenibacillus,sp.,IHBB_10380,5770242,17061.0,,,,,,,,,,,,,,,,,,,,,,5787303_total
4479,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_003184205.1_ASM318420v1,Paenibacillus,sp.,Cedars,6414964,248871.0,56646.0,,,,,,,,,,,,,,,,,,,,,6720481_total
4496,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_002243345.2_ASM224334v3,Paenibacillus,sp.,RUD330,5564368,8285.0,,,,,,,,,,,,,,,,,,,,,,5572653_total
4716,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_008386395.1_ASM838639v1,Paenibacillus,sp.,37,7075616,543320.0,,,,,,,,,,,,,,,,,,,,,,7618936_total
4877,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_014863545.1_ASM1486354v1,Paenibacillus,sp.,JNUCC-32,6941504,62871.0,,,,,,,,,,,,,,,,,,,,,,7004375_total
5058,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_021513275.1_ASM2151327v1,Paenibacillus,sp.,YPD9-1,6569197,70482.0,,,,,,,,,,,,,,,,,,,,,,6639679_total
3577,Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_001908275.1_ASM190827v1,Paenibacillus,xylanexedens,PAMC_22703,7053622,44617.0,,,,,,,,,,,,,,,,,,,,,,7098239_total
244,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_001709315.1_ASM170931v1,Pantoea,agglomerans,C410P1,4182028,543504.0,216117.0,173592.0,,,,,,,,,,,,,,,,,,,,5115241_total
245,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_003704305.1_ASM370430v1,Pantoea,agglomerans,TH81,4128817,520959.0,182169.0,152523.0,,,,,,,,,,,,,,,,,,,,4984468_total
246,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_003860325.1_ASM386032v1,Pantoea,agglomerans,L15,4029228,583567.0,179590.0,66484.0,,,,,,,,,,,,,,,,,,,,4858869_total
247,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_004117135.1_ASM411713v1,Pantoea,agglomerans,CFSAN047154,4047712,613013.0,211326.0,203713.0,82291.0,,,,,,,,,,,,,,,,,,,5158055_total
250,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_017474165.1_ASM1747416v1,Pantoea,agglomerans,AR1a,4169790,557771.0,160336.0,98719.0,90466.0,,,,,,,,,,,,,,,,,,,5077082_total
252,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_019880205.1_ASM1988020v1,Pantoea,agglomerans,CQ10,3973606,235469.0,160986.0,143561.0,137838.0,89114.0,4424.0,2709.0,2495.0,,,,,,,,,,,,,,,4750202_total
4451,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_002101395.1_ASM210139v1,Pantoea,alhagi,LTYR-11Z,4239970,76331.0,,,,,,,,,,,,,,,,,,,,,,4316301_total
276,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_001543055.1_ASM154305v1,Pantoea,ananatis,R100,4526803,331058.0,,,,,,,,,,,,,,,,,,,,,,4857861_total
277,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_002224585.2_ASM222458v2,Pantoea,ananatis,YJ76,4671616,328324.0,111940.0,34600.0,,,,,,,,,,,,,,,,,,,,5146480_total
278,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_002952035.2_ASM295203v2,Pantoea,ananatis,PNA_97-1R,4558720,273809.0,161611.0,,,,,,,,,,,,,,,,,,,,,4994140_total
279,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_004028255.1_ASM402825v1,Pantoea,ananatis,NN08200,4743568,307670.0,125402.0,,,,,,,,,,,,,,,,,,,,,5176640_total
280,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_013364135.1_ASM1336413v1,Pantoea,ananatis,FDAARGOS_680,4685830,283516.0,218767.0,91129.0,,,,,,,,,,,,,,,,,,,,5279242_total
282,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_017474015.1_ASM1747401v1,Pantoea,ananatis,OC5a,4456681,305982.0,213077.0,5228.0,,,,,,,,,,,,,,,,,,,,4980968_total
283,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_019720835.1_ASM1972083v1,Pantoea,ananatis,TZ39,4483976,276579.0,135135.0,,,,,,,,,,,,,,,,,,,,,4895690_total
285,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_023845475.1_ASM2384547v1,Pantoea,ananatis,Lstri,4684065,267898.0,,,,,,,,,,,,,,,,,,,,,,4951963_total
3917,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_000283875.1_ASM28387v1,Pantoea,ananatis,LMG_5342,4605545,302599.0,,,,,,,,,,,,,,,,,,,,,,4908144_total
3298,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_022647325.1_ASM2264732v1,Pantoea,deleyi,LMG24200,3986422,450383.0,158640.0,86780.0,,,,,,,,,,,,,,,,,,,,4682225_total
2495,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_007833795.1_ASM783379v1,Pantoea,dispersa,DSM_32899,3758528,556856.0,275665.0,29830.0,5593.0,,,,,,,,,,,,,,,,,,,4626472_total
2496,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_009362975.1_ASM936297v1,Pantoea,dispersa,BJQ0007,4325134,85113.0,48869.0,30054.0,,,,,,,,,,,,,,,,,,,,4489170_total
2497,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_019890955.1_ASM1989095v1,Pantoea,dispersa,Lsch,4014084,689940.0,181041.0,,,,,,,,,,,,,,,,,,,,,4885065_total
2498,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_019890975.1_ASM1989097v1,Pantoea,dispersa,AHKW2b,4226818,653898.0,223682.0,75943.0,63115.0,,,,,,,,,,,,,,,,,,,5243456_total
2499,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_022220865.1_ASM2222086v1,Pantoea,dispersa,YSD_J2,4291063,710238.0,,,,,,,,,,,,,,,,,,,,,,5001301_total
3299,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_009646115.1_ASM964611v1,Pantoea,eucalypti,LMG_24197,4035995,529303.0,138725.0,94967.0,,,,,,,,,,,,,,,,,,,,4798990_total
3305,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_020079945.1_ASM2007994v1,Pantoea,eucrina,XL123,3389240,342726.0,107755.0,,,,,,,,,,,,,,,,,,,,,3839721_total
3662,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_000175935.2_ASM17593v2,Pantoea,sp.,At-9b,4368708,793953.0,394054.0,321080.0,318111.0,116877.0,,,,,,,,,,,,,,,,,,6312783_total
4620,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_007981265.1_ASM798126v1,Pantoea,sp.,CCBC3-3-1,5008525,96304.0,29467.0,25471.0,,,,,,,,,,,,,,,,,,,,5159767_total
4662,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_005281435.1_ASM528143v1,Pantoea,sp.,SO10,4226779,744154.0,133570.0,,,,,,,,,,,,,,,,,,,,,5104503_total
4869,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_014495885.1_ASM1449588v1,Pantoea,sp.,MT58,4018449,522095.0,131020.0,4283.0,,,,,,,,,,,,,,,,,,,,4675847_total
2525,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_011044475.1_ASM1104447v1,Pantoea,stewartii,ZJ-FGZX1,4550072,326337.0,106454.0,,,,,,,,,,,,,,,,,,,,,4982863_total
3706,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_002082215.1_ASM208221v1,Pantoea,stewartii,DC283,4528215,304641.0,132938.0,105961.0,65483.0,47481.0,47186.0,34447.0,25681.0,13414.0,4368.0,4277.0,,,,,,,,,,,,5314092_total
3301,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_001558735.2_ASM155873v2,Pantoea,vagans,FDAARGOS_160,4050121,470309.0,197914.0,90511.0,,,,,,,,,,,,,,,,,,,,4808855_total
3302,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_003032455.1_ASM303245v1,Pantoea,vagans,PV989,4071006,507680.0,166637.0,93831.0,,,,,,,,,,,,,,,,,,,,4839154_total
3303,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_003203695.1_ASM320369v1,Pantoea,vagans,FBS135,4023751,526773.0,196103.0,130944.0,72356.0,,,,,,,,,,,,,,,,,,,4949927_total
3304,Bacteria,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,GCF_004792415.1_ASM479241v1,Pantoea,vagans,LMG_24199,4050173,559692.0,180464.0,,,,,,,,,,,,,,,,,,,,,4790329_total
4656,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009789655.1_ASM978965v1,Paraburkholderia,acidiphila,7Q-K02,3177533,2192838.0,1330706.0,1103815.0,,,,,,,,,,,,,,,,,,,,7804892_total
4657,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009789675.1_ASM978967v1,Paraburkholderia,acidisoli,DHF22,3240103,1829290.0,1436412.0,1253746.0,185510.0,,,,,,,,,,,,,,,,,,,7945061_total
4518,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002278075.1_ASM227807v1,Paraburkholderia,aromaticivorans,BN5,4378888,2992211.0,664981.0,489416.0,162757.0,152437.0,39532.0,27494.0,,,,,,,,,,,,,,,,8907716_total
4519,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_012689525.1_ASM1268952v1,Paraburkholderia,aromaticivorans,AR20-38,4573438,3638240.0,2486079.0,142975.0,,,,,,,,,,,,,,,,,,,,10840732_total
4732,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000092885.1_ASM9288v1,Paraburkholderia,atlantica,CCGE1002,3518940,2593966.0,1282816.0,489136.0,,,,,,,,,,,,,,,,,,,,7884858_total
4389,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003368325.1_ASM336832v1,Paraburkholderia,caffeinilytica,CF1,4531000,3619047.0,174591.0,,,,,,,,,,,,,,,,,,,,,8324638_total
2808,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003330745.1_ASM333074v1,Paraburkholderia,caledonica,PHRS4,3862683,2944711.0,403765.0,,,,,,,,,,,,,,,,,,,,,7211159_total
2579,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001449005.1_ASM144900v1,Paraburkholderia,caribensis,MWAP64,3688127,2890272.0,2011268.0,442452.0,,,,,,,,,,,,,,,,,,,,9032119_total
2580,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001611015.1_ASM161101v1,Paraburkholderia,caribensis,Bcrs1W,3694000,3049409.0,2576584.0,,,,,,,,,,,,,,,,,,,,,9319993_total
2582,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_013378095.1_ASM1337809v1,Paraburkholderia,caribensis,852011,3659608,2895821.0,1913088.0,,,,,,,,,,,,,,,,,,,,,8468517_total
2583,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_020544345.1_ASM2054434v1,Paraburkholderia,caribensis,IAC-BECa88,3678836,2747648.0,2016069.0,,,,,,,,,,,,,,,,,,,,,8442553_total
4111,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000522545.2_ASM52254v2,Paraburkholderia,caribensis,MBA4,3575012,3352623.0,2555069.0,,,,,,,,,,,,,,,,,,,,,9482704_total
4713,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_902459535.1_Paraburkholderia_sp_Msb3,Paraburkholderia,dioscoreae,,4479997,3505044.0,204567.0,93611.0,64284.0,,,,,,,,,,,,,,,,,,,8347503_total
4581,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003286395.1_ASM328639v1,Paraburkholderia,dokdonella,DCR13,3130508,1273736.0,,,,,,,,,,,,,,,,,,,,,,4404244_total
5005,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_019428685.1_ASM1942868v1,Paraburkholderia,edwinii,Pe01,4926881,3372003.0,,,,,,,,,,,,,,,,,,,,,,8298884_total
2809,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000961515.1_ASM96151v1,Paraburkholderia,fungorum,ATCC_BAA-463,4463161,3508455.0,650149.0,437218.0,,,,,,,,,,,,,,,,,,,,9058983_total
2810,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_024072595.1_ASM2407259v1,Paraburkholderia,fungorum,OTU2BAGNBA1,4941516,3586118.0,447409.0,147235.0,,,,,,,,,,,,,,,,,,,,9122278_total
3112,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016128195.1_ASM1612819v1,Paraburkholderia,ginsengisoli,FDAARGOS_1049,3756046,2627215.0,213994.0,,,,,,,,,,,,,,,,,,,,,6597255_total
2503,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003330785.1_ASM333078v1,Paraburkholderia,graminis,PHS1,4031601,2982346.0,494503.0,,,,,,,,,,,,,,,,,,,,,7508450_total
2897,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002902965.1_ASM290296v1,Paraburkholderia,hospita,DSM_17164,4021292,3269803.0,2439752.0,971216.0,725510.0,100133.0,,,,,,,,,,,,,,,,,,11527706_total
3243,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_007556815.1_ASM755681v1,Paraburkholderia,megapolitana,LMG_23650,4485011,3016794.0,125785.0,,,,,,,,,,,,,,,,,,,,,7627590_total
